Name,Field_API_Name__c,Test_Config__c,Field_Description__c,Field_Value__c,Picklist_Order__c,Value_Category__c
UnPleasantTouch_Became_aggressive,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,"Appeared stiff and stared hard at tester, growled, showed teeth and/or snarled attempted to bite or bit tester's hand.",Became aggressive,12,3
UnPleasantTouch_Stiff,Unpleasant_Touch_1st__c,Unpleasant_Touch_1,"based on previous attempts to bite, tester did not give the dog an opportunity.",Stiff,13,3
Unpleasant_Touch_2_Did_not_pull_away,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,,Did not pull away,3,0
Unpleasant_Touch_2_Jerked_away,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,,Jerked away,2,0
Unpleasant_Touch_2_Not_pole_to_deliver,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,,Not possible to deliver the pinch,4,0
Unpleasant_Touch_2_Pulled_away,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,,Pulled away,1,0
Unpleasant_Touch_2_Acced_contact_relaxe,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,Neutral body. May have been distracted by environment.,Accepted contact-relaxed,5,1
Unpleasant_Touch_2_Oried_to_tester_s_ha,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,with minimal or moderate pressure. Not stift/rigid.,Oriented to tester's hand-mouthy,8,1
Unpleasant_Touch_2_Toled_handling_not,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,"May have turned to look at tester's hand, licked hand or made contact with little or no pressure. May have been mildly fearful or distracted by environment.",Tolerated handling-not relaxed,6,1
Unpleasant_Touch_2_Unmanageable,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,"Difficult to position for test. Did one or more of following: jumped, pulled away, rolled upside-down, persistently pulled foot away.",Unmanageable,7,1
Unpleasant_Touch_2_Moderately_fearful,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,"Immobile, tense and rigid (ears back, tail tucked, body rigid, pupils dilated, panting, sniffing ground). Might have exhibited some social behavior.",Moderately fearful,9,2
Unpleasant_Touch_2_Tense,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,Whipped head toward tester's hand such that tester was uncertain if dog would bite.,Tense,11,2
Unpleasant_Touch_2_Unmable_frenetic_o,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,"Disorganized, hyperactive movement or attempted to escape/hide.",Unmanageable-frenetic or escape behavior,10,2
Unpleasant_Touch_2_Became_aggressive,Unpleasant_Touch_2nd__c,Unpleasant_Touch_2,"Appeared stiff and stared hard at tester, growled, showed teeth and/or snarled attempted to bite or bit tester's hand.",Became aggressive,12,3
Unpleasant_Touch_2_Stiff,"Unpleasant_Touch_2nd__c	",Unpleasant_Touch_2,"based on previous attempts to bite, tester did not give the dog an opportunity.",Stiff,13,3
